Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
El Señor Presidente,Miguel Ángel Asturias,"",9788437615172,paperback,read,2016/12/08,2016/12/16,2016/12/16,1,"",,,,,,,3.0,,"",,"",No
You Should See Me in a Crown,Leah Johnson,"",9781338503265,hardcover,to-read,2020/07/17,"","",0,"",,,,,,,,,"",,"",No
Ayesha at Last,Uzma Jalaluddin,"",9781984802798,paperback,read,2019/07/08,2019/08/31,2019/08/31,1,"",,,,,,,2.0,,"",,"",No
Where the Forest Meets the Stars,Glendy Vanderah,"",9781542040068,hardcover,to-read,2019/07/08,"","",0,"",,,,,,,,,"",,"",No
"Life, the Universe and Everything",Douglas Adams,"",9780345418906,paperback,read,2015/10/07,"","",1,"",,,,,,,5.0,,"",,"",No
Okruhliak na oblohe,Isaac Asimov,"",9780553293425,hardcover,read,2015/10/08,"","",1,"",,,,,,,2.0,,"",,"",No
Fear and Loathing in Las Vegas,Hunter S. Thompson,Ralph Steadman (Illustrator),9780679785897,paperback,read,2016/08/01,2016/10/15,2016/10/15,1,"",,,,,,,4.0,,"",,"",No
Bruce Lee: A Life,Matthew Polly,"",9781501187629,hardcover,read,2019/11/07,2019/12/14,2019/12/14,1,"",,,,,,,5.0,,"",,"",No
Las puertas del edén,Ethan Coen,"",9780385334389,paperback,to-read,2021/07/14,"","",0,"",,,,,,,,,"",,"",No
"Careless People: A Cautionary Tale of Power, Greed, and Lost Idealism",Sarah Wynn-Williams,"",9781250391230,hardcover,read,2025/05/20,2025/07/10,2025/07/10,1,"",,,,,,,3.0,,"",,"",No
The Secret History,Donna Tartt,"",9781400031702,paperback,to-read,2025/07/10,"","",0,"",,,,,,,,,"",,"",No
Invisible Cities,Italo Calvino,William Weaver (Translator),9780156453806,paperback,read,2015/10/07,"","",1,"",,,,,,,1.0,"Aburrido, no soy muy fan de los libros muy descriptivos en general (mi mayor queja del Señor de los Anillos) y aunque las conversaciones entre el Khan y Marco podían estar buenas, de vez en cuando hablaban de una forma tan abstracta que me perdían. <br><br><br>Si este libro es de algo completamente distinto y es altamente simbólico y yo simplemente no estaba abierto a eso, lo retiro todo. Pero digo, a mí me gusta mucho salir a caminar por mi ciudad y conocer ciudades nuevas es a todo dar así que no era mucho pedir una Oda a la Ciudad.","",,"",No
Eleanor & Park,Rainbow Rowell,"",9781250012579,hardcover,to-read,2016/06/14,"","",0,"",,,,,,,,,"",,"",No
Harry Potter and the Half-Blood Prince,J.K. Rowling,"","",paperback,read,2015/10/08,"","",1,"",,,,,,,4.0,,"",,"",No
The Adventure of the Final Problem,Arthur Conan Doyle,Miles Richardson (Narrator),9781901091199,audio,read,2019/01/15,"","",1,"",,,,,,,5.0,,"",,"",No
Book Lovers,Emily Henry,"",9780593334836,paperback,to-read,2022/10/11,"","",0,"",,,,,,,,,"",,"",No
El matrimonio de los peces rojos,Guadalupe Nettel,"",9788483931448,paperback,read,2020/07/08,2020/07/17,2020/07/17,1,"",,,,,,,5.0,,"",,"",No
From the Earth to the Moon,Jules Verne,"",9781598184549,paperback,read,2015/10/08,"","",1,"",,,,,,,4.0,,"",,"",No
Young Lonigan,"Pete Hamill, James T. Farrell","",,,to-read,2016/01/21,"","",0,"",,,,,,,,,"",,"",No
The Heatwave,Kate Riordan,"",9781538718018,hardcover,to-read,2020/06/07,"","",0,"",,,,,,,,,"",,"",No
"Agrippina: Empress, Exile, Hustler, Whore",Emma Southon,"","",digital,to-read,2024/03/14,"","",0,"",,,,,,,,,"",,"",No
War and Peace ,Leo Tolstoy,"Leo Tolstoy (Translator), Louise Maude (Translator)",9780192833983,paperback,read,2017/06/15,2017/12/12,2017/12/12,1,"",,,,,,,4.0,,"",,"",No
The Reluctant Dragon,Kenneth Grahame,Ernest H. Shepard (Illustrator),9780823400935,hardcover,to-read,2016/05/27,"","",0,"",,,,,,,,,"",,"",No
Matilda,Roald Dahl,Quentin Blake,9780435123987,hardcover,to-read,2016/02/22,"","",0,"",,,,,,,,,"",,"",No
Cae la noche tropical,Manuel Puig,"",9789507314544,paperback,to-read,2022/10/11,"","",0,"",,,,,,,,,"",,"",No
"How to be a Happier Parent: Raising a Family, Having a Life, and Loving (Almost) Every Minute",K.J. Dell'Antonia,"",9780735210486,digital,to-read,2023/10/13,"","",0,"",,,,,,,,,"",,"",No
The Deceiver,Frederick Forsyth,"",9780553297423,,to-read,2025/07/09,"","",0,"",,,,,,,,,"",,"",No
The Party,Robyn Harding,"",9781501161247,hardcover,read,2020/04/13,2020/04/22,2020/04/22,1,"",,,,,,,3.0,,"",,"",No
The Letters of J.R.R. Tolkien: Revised and Expanded edition,"J.R.R. Tolkien, Humphrey Carpenter, Humphrey Carpenter, Christopher Tolkien","",9780008628789,digital,to-read,2024/01/29,"","",0,"",,,,,,,,,"",,"",No
Main Street,Sinclair Lewis,"",9780375753145,paperback,to-read,2018/12/12,"","",0,"",,,,,,,,,"",,"",No
The Halfling's Gem,R.A. Salvatore,"",9780786938254,hardcover,read,2021/02/09,2021/07/14,2021/07/14,1,"",,,,,,,4.0,,"",,"",No
The Grownup,Gillian Flynn,"",9780804188975,hardcover,read,2023/10/25,2023/10/25,2023/10/25,1,"",,,,,,,3.0,,"",,"",No
A Burning,Megha Majumdar,"",9780525658696,hardcover,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
The Big Sleep,Raymond Chandler,"",9780394758282,paperback,to-read,2025/09/08,"","",0,"",,,,,,,,,"",,"",No
Leaves of Grass,Walt Whitman,"",9781613826966,hardcover,read,2015/10/08,"","",1,"",,,,,,,5.0,"Awesome, as in it inspires awe. What a trascendental experience to read this book","",,"",No
Object Lessons: The Paris Review Presents the Art of the Short Story,The Paris Review,"",,,to-read,2025/07/28,"","",0,"",,,,,,,,,"",,"",No
The Rum Diary,Hunter S. Thompson,"",9780684856476,paperback,to-read,2016/08/01,"","",0,"",,,,,,,,,"",,"",No
Vengeance of the Iron Dwarf,R.A. Salvatore,"",9780786965700,hardcover,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
Homeland,R.A. Salvatore,Ed Greenwood (Contributor),B002DOSBMK,digital,read,2021/02/09,2021/03/09,2021/03/09,1,"",,,,,,,4.0,,"",,"",No
Exhalation,Ted Chiang,"",9781101947883,hardcover,to-read,2019/11/06,"","",0,"",,,,,,,,,"",,"",No
Great Expectations,Charles Dickens,"Margaret Cardwell (Contributor), Kate Flint (Contributor)",9780192833594,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,,"",,"",No
Heat 2,"Meg Gardiner, Michael Mann","",9780062653314,hardcover,read,2022/10/02,2023/10/08,2023/10/08,1,"",,,,,,,5.0,,"",,"",No
The Restaurant at the End of the Universe,Douglas Adams,"",9780345391810,paperback,read,2015/10/07,"","",1,"",,,,,,,5.0,,"",,"",No
Los funerales de la Mamá Grande,Gabriel García Márquez,"",9780307350329,paperback,read,2015/10/07,"","",1,"",,,,,,,3.0,,"",,"",No
Annihilation,Jeff VanderMeer,"",9780374104092,paperback,read,2019/08/31,2019/10/09,2019/10/09,1,"",,,,,,,4.0,,"",,"",No
Relato de un náufrago,Gabriel García Márquez,"",9780307350404,paperback,read,2017/06/01,2017/06/01,2017/06/01,1,"",,,,,,,4.0,,"",,"",No
"So Long, and Thanks for All the Fish",Douglas Adams,"",9780330491235,paperback,read,2015/10/07,"","",1,"",,,,,,,5.0,,"",,"",No
Cat on a Hot Tin Roof,Tennessee Williams,"",9780811216012,paperback,read,2017/02/11,2017/06/07,2017/06/07,1,"",,,,,,,4.0,,"",,"",No
Ocd: A Guide for the Newly Diagnosed,Michael A. Tompkins,"",9781608820177,paperback,to-read,2019/08/22,"","",0,"",,,,,,,,,"",,"",No
Dos crímenes,Jorge Ibargüengoitia,"",9786070749780,paperback,to-read,2024/08/25,"","",0,"",,,,,,,,,"",,"",No
The Last Battle,C.S. Lewis,"",9780007202324,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,,"",,"",No
How to Deal with OCD,Elizabeth Forrester,"",9781473601314,paperback,to-read,2019/08/22,"","",0,"",,,,,,,,,"",,"",No
Bretonisches Gold,Jean-Luc Bannalec,"",9783462046229,paperback,to-read,2019/02/01,"","",0,"",,,,,,,,,"",,"",No
Lady Susan,Jane Austen,"",9780486444079,paperback,read,2020/04/20,2020/04/26,2020/04/26,1,"",,,,,,,4.0,,"",,"",No
Eugene Onegin,Alexander Pushkin,"",9781731702807,paperback,to-read,2025/01/17,"","",0,"",,,,,,,,,"",,"",No
Hombre,Elmore Leonard,"",9780380822249,paperback,read,2024/09/01,2024/09/06,2024/09/06,1,"",,,,,,,4.0,Good vibes. Third act was a little rushed,"",,"",No
Assassin's Apprentice,Robin Hobb,"",055357339X,paperback,read,2023/10/13,2025/11/01,2025/09/04-2025/11/01,1,"adventurous, dark, emotional, mysterious, reflective, tense",medium,A mix,Yes,It's complicated,No,It's complicated,4.75,"","","","",No
Silver Nitrate,Silvia Moreno-Garcia,"",9780593355367,hardcover,read,2023/11/28,2024/11/14,2024/11/14,1,"",,,,,,,4.0,Decent,"",,"",No
Sandokan: The Pirates of Malaysia,Emilio Salgari,Nico Lorenzutti (Translator),9780978270735,paperback,read,2015/10/07,"","",1,"",,,,,,,3.0,,"",,"",No
The Thirteen Problems,Agatha Christie,"",9780007120864,paperback,read,2019/04/16,2019/04/28,2019/04/28,1,"",,,,,,,5.0,,"",,"",No
Los detectives salvajes,Roberto Bolaño,"",9788433966636,paperback,read,2016/02/08,2016/02/23,2016/02/23,1,"",,,,,,,3.0,,"",,"",No
